Název;Autor;Spoluautoři;Druh;Deponováno;SystemovéČíslo;EvidenřníČísloFEL;ČísloOddělení;ČárovýKód;Stran;Vydání;Rok;Vydavatel;Země;ISBNorISSN;ČísloČasopisu;RočníkČasopisu;Konference;Cena;KlíčováSlova;Poznámka;Vloženo;Zapůjčeno;ZapůjčenoOd;ZapůjčenoDo;Extra1;Extra1;Extra1;Extra1;Extra1
Dynamika interiktálních výbojů v nezávislých epileptických zónách - I.;Dohnalová, Ludmila;;diplomová / bakalářská práce;Katedra;;;;;54;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Distribuované řízení kolon vozidel na autodráze - I.;Moravec, Jan;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD (II - autor);;volná;;;;;;;
Digitální ovladač elektronického zobrazovače letových dat EFIS - II.;Suchý, Jakub;;diplomová / bakalářská práce;Katedra;;;;;37;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Digitální ovladač elektronického zobrazovače letových dat EFIS - I.;Suchý, Jakub;;diplomová / bakalářská práce;Katedra;;;;;37;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Detekce poruch senzorů - I.;Marek, Petr;;diplomová / bakalářská práce;Katedra;;;;;122;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD (II - autor);;volná;;;;;;;
Detection, Description and Tracking of Ants in Video Sequences - II.;Naiser, Filip;;diplomová / bakalářská práce;Katedra;;;;;33;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Detection, Description and Tracking of Ants in Video Sequences - I.;Naiser, Filip;;diplomová / bakalářská práce;Katedra;;;;;33;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Detection and Recognition of Diacritical and Punctuation Marks in Real-World Images - I.;Hadáček, Jan;;diplomová / bakalářská práce;Katedra;;;;;54;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Design of a Model for ECMO Demonstration and Teaching - II.;Doležalová, Anna;;diplomová / bakalářská práce;Katedra;;;;;77;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Design of a Model for ECMO Demonstration and Teaching - I.;Doležalová, Anna;;diplomová / bakalářská práce;Katedra;;;;;77;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Design of Motion Primitives for a Hexapod Walking Robot Operating in a Rough Environment - II.;Mrva, Jakub;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Design of Motion Primitives for a Hexapod Walking Robot Operating in a Rough Environment - I.;Mrva, Jakub;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Demonstration Tasks dor the SyRoTek System - II.;Lhotský, Vojtěch;;diplomová / bakalářská práce;Katedra;;;;;65;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Demonstration Tasks dor the SyRoTek System - I.;Lhotský, Vojtěch;;diplomová / bakalářská práce;Katedra;;;;;65;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Data Movement in Hybrid Clouds - II.;Uhrín, Matej;;diplomová / bakalářská práce;Katedra;;;;;47;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Data Movement in Hybrid Clouds - I.;Uhrín, Matej;;diplomová / bakalářská práce;Katedra;;;;;47;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Control and Stabilization of an Unmanned Helicopter Following a Dynamic Trajectory - I.;Endrych, Václav;;diplomová / bakalářská práce;Katedra;;;;;60;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD (II - autor);;volná;;;;;;;
Collision Avoidance for Highway Traffic - II.;Scheafer, Martin;;diplomová / bakalářská práce;Katedra;;;;;46;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Collision Avoidance for Highway Traffic - I.;Scheafer, Martin;;diplomová / bakalářská práce;Katedra;;;;;46;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Car Detection and Tracking from a Vehicle Driving on a Roundabout - II.;Novák, Libor;;diplomová / bakalářská práce;Katedra;;;;;61;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Car Detection and Tracking from a Vehicle Driving on a Roundabout - I.;Novák, Libor;;diplomová / bakalářská práce;Katedra;;;;;61;1. vydání;2014;Czech Technical University in Prague;;;;;;;;s CD;;volná;;;;;;;
Camera-Based Tracking for 3D Printers - II.;Juranová, Kateřina;;diplomová / bakalářská práce;Katedra;;;;;33;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Camera-Based Tracking for 3D Printers - I.;Juranová, Kateřina;;diplomová / bakalářská práce;Katedra;;;;;33;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Call centrum pro soukromou firmu - II.;Šamánek, Filip;;diplomová / bakalářská práce;Katedra;;;;;38;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Call centrum pro soukromou firmu - I.;Šamánek, Filip;;diplomová / bakalářská práce;Katedra;;;;;38;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Black Box Optimization: Restarting Versus MetaMax Algorithm - II.;Kajml, Viktor;;diplomová / bakalářská práce;Katedra;;;;;56;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Black Box Optimization: Restarting Versus MetaMax Algorithm - I.;Kajml, Viktor;;diplomová / bakalářská práce;Katedra;;;;;56;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Automatická detekce artefaktů v EEG signálech - II.;Cháberová, Jana;;diplomová / bakalářská práce;Katedra;;;;;57;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Automatická detekce artefaktů v EEG signálech - I.;Cháberová, Jana;;diplomová / bakalářská práce;Katedra;;;;;57;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Automatic Synonyms Creation - II.;Veselý, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;36;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Automatic Synonyms Creation - I.;Veselý, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;36;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Automated Camera Calibration from Laser Scanning Data in Natural Environments - II.;Brabec, Jan;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Automated Camera Calibration from Laser Scanning Data in Natural Environments - I.;Brabec, Jan;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;bez CD - CD má L. Přeučil;;volná;;;;;;;
Architecture of Autonomous Agent Based on Cortical Learning - II.;Otáhal, Marek;;diplomová / bakalářská práce;Katedra;;;;;44;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Architecture of Autonomous Agent Based on Cortical Learning - I.;Otáhal, Marek;;diplomová / bakalářská práce;Katedra;;;;;44;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;Nahodil, Pavel;15.04.2014 - 15.10.2014;;;;;;
Aplikace shlukovacích metod na časové řady se zaměřením na záznamy FHR - II.;Janíčková, Tereza;;diplomová / bakalářská práce;Katedra;;;;;69;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Aplikace shlukovacích metod na časové řady se zaměřením na záznamy FHR - I.;Janíčková, Tereza;;diplomová / bakalářská práce;Katedra;;;;;69;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Analýza variability srdečního rytmu - II.;Hnízdo, Lukáš;;diplomová / bakalářská práce;Katedra;;;;;51;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Analýza variability srdečního rytmu - I.;Hnízdo, Lukáš;;diplomová / bakalářská práce;Katedra;;;;;51;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Analýza prostorových translací spektrálních pásem v EEG - II.;Petras, Jan;;diplomová / bakalářská práce;Katedra;;;;;48;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD - NEOBHÁJENO;;volná;;;;;;;
Analýza prostorových translací spektrálních pásem v EEG - I.;Petras, Jan;;diplomová / bakalářská práce;Katedra;;;;;48;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD - NEOBHÁJENO;;volná;;;;;;;
Algorithms for Navigation of Swarm of Unmanned Helicopters and Following a Dynamic Target in a Complex Environment - II.;Sekanina, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;35;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Algorithms for Navigation of Swarm of Unmanned Helicopters and Following a Dynamic Target in a Complex Environment - I.;Sekanina, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;34;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;Saska, Martin;01.08.2014 - 01.02.2015;;;;;;
Active and Passive Escape Behavior Designed for Groups of Autonomous Helicopters in Dynamic Environment - II.;Bulušek, Jan;;diplomová / bakalářská práce;Katedra;;;;;38;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Active and Passive Escape Behavior Designed for Groups of Autonomous Helicopters in Dynamic Environment - I.;Bulušek, Jan;;diplomová / bakalářská práce;Katedra;;;;;37;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;Saska, Martin;01.08.2014 - 01.02.2015;;;;;;
AC/DC měnič výkonu pro tepelné zdroje ce zdravotnictví - II.;Lehman, Zdeněk;;diplomová / bakalářská práce;Katedra;;;;;57;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
AC/DC měnič výkonu pro tepelné zdroje ce zdravotnictví - I.;Lehman, Zdeněk;;diplomová / bakalářská práce;Katedra;;;;;57;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
A Geometric Approach to Exploration of an Unknow 3D Environment - II.;Mosinger, Jiří;;diplomová / bakalářská práce;Katedra;;;;;54;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
A Geometric Approach to Exploration of an Unknow 3D Environment - I.;Mosinger, Jiří;;diplomová / bakalářská práce;Katedra;;;;;54;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
3D Reconstruction of Indoor Scenes - II.;Šrajer, Filip;;diplomová / bakalářská práce;Katedra;;;;;47;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
3D Reconstruction of Indoor Scenes - I.;Šrajer, Filip;;diplomová / bakalářská práce;Katedra;;;;;47;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD (II - autor);;volná;;;;;;;
3D Point Cloud Registration, Experimental Comparison and Fusing Range and Visual Data - II.;Hrabalík, Aleš;;diplomová / bakalářská práce;Katedra;;;;;36;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
3D Point Cloud Registration, Experimental Comparison and Fusing Range and Visual Data - I.;Hrabalík, Aleš;;diplomová / bakalářská práce;Katedra;;;;;36;1. vydání;2014;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Čtečka RFID;Chytráček, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;57;;2015;Czech Technical University in Prague;Praha;;;;;;;s CD (druhý výtisk má autor);;volná;;;;;;;
User Interface for the Assembly Line Worker II;Kovář, Pavel;;diplomová / bakalářská práce;Katedra;;;;;74;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
User Interface for the Assembly Line Worker I;Kovář, Pavel;;diplomová / bakalářská práce;Katedra;;;;;74;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Teleoperace mobilního robotu II;Jarolímek, Martin;;diplomová / bakalářská práce;Katedra;;;;;43;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Teleoperace mobilního robotu I;Jarolímek, Martin;;diplomová / bakalářská práce;Katedra;;;;;43;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Systém Vizuomotorické Koordinace Humanoidního Robota Bioloid II;Plaček, Martin;;diplomová / bakalářská práce;Katedra;;;;;24;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD, neobhájeno;;volná;;;;;;;
Systém Vizuomotorické Koordinace Humanoidního Robota Bioloid I V2;Plaček, Martin;;diplomová / bakalářská práce;Katedra;;;;;46;;2015;Czech Technical University in Prague;Praha;;;;;;;s CD (druhý výtisk má autor);;volná;;;;;;;
Systém Vizuomotorické Koordinace Humanoidního Robota Bioloid I V2;PLaček, Martin;;diplomová / bakalářská práce;Katedra;;;;;46;;2015;Czech Technical University in Prague;Praha;;;;;;;s CD (druhý výtisk má autor);;volná;;;;;;;
Systém Vizuomotorické Koordinace Humanoidního Robota Bioloid I;Plaček, Martin;;diplomová / bakalářská práce;Katedra;;;;;24;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD, neobhájeno;;volná;;;;;;;
Person Body Height Measurement by Using Surveillance Cameras II;Fabián, Jan;;diplomová / bakalářská práce;Katedra;;;;;35;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Person Body Height Measurement by Using Surveillance Cameras I;Fabián, Jan;;diplomová / bakalářská práce;Katedra;;;;;35;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Návrh a realizace vylehčené protézy horní končetiny s dislokovanou pohonnou jednotkou I.;Krupka, Matěj;;diplomová / bakalářská práce;Katedra;;;;;51;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD (II - autor);;volná;;;;;;;
Modern Methods of Layer Sound Trensmission Analysis II;Chanh, Nguyen, Huu;;diplomová / bakalářská práce;Katedra;;;;;78;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Modern Methods of Layer Sound Trensmission Analysis I;Chanh, Nguyen, Huu;;diplomová / bakalářská práce;Katedra;;;;;78;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Modelování Průtoku Krve a Krevní Disperze ve Vaskulárním Řečišti v Závislosti na Charakteru Proudění II;Pinc, Michal;;diplomová / bakalářská práce;Katedra;;;;;68;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Modelování Průtoku Krve a Krevní Disperze ve Vaskulárním Řečišti v Závislosti na Charakteru Proudění I;Pinc, Michal;;diplomová / bakalářská práce;Katedra;;;;;68;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Keypoint Localization and Matching in Difficult Scenes for Visual Odometry II;Vakula, Jan;;diplomová / bakalářská práce;Katedra;;;;;54;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Keypoint Localization and Matching in Difficult Scenes for Visual Odometry I;Vakula, Jan;;diplomová / bakalářská práce;Katedra;;;;;54;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Intelligent Building Control by Hand Gestures II;Uhlíř, Adam;;diplomová / bakalářská práce;Katedra;;;;;45;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Intelligent Building Control by Hand Gestures I;Uhlíř, Adam;;diplomová / bakalářská práce;Katedra;;;;;45;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Hodnocení Záznamů Holterovského EKG u Pacientů se Srdeční Amyloidózou II.;Kaiser, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;70;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Hodnocení Záznamů Holterovského EKG u Pacientů se Srdeční Amyloidózou I.;Kaiser, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;70;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Exploration Strategies for Mobile Robots II;Krys Jan;;diplomová / bakalářská práce;Katedra;;;;;24;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Exploration Strategies for Mobile Robots I;Krys Jan;;diplomová / bakalářská práce;Katedra;;;;;24;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Effect of Judge Expectations in Turing Test II;Pech, Jiří;;diplomová / bakalářská práce;Katedra;;;;;37;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Effect of Judge Expectations in Turing Test I;Pech Jiří;;diplomová / bakalářská práce;Katedra;;;;;37;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
Dual-arm Robot Perceiving and Manipulating Soft Objects - Use Cases II;Lejsek, Tadeáš;;diplomová / bakalářská práce;Katedra;;;;;76;1. vydání;2015;Czech Technical University in Prague;Praha;;;;;;;s CD;;volná;;;;;;;
